sim,total_net_income,default_rate_annual,lgd,margin_shock,macro_factor
3103,-22912067.315178867,0.07097469962113148,0.7019985275925489,-0.03,-1.0298879761750954
3104,10746980.991435241,0.02287287454914367,0.4441941894169378,-0.002346040047137353,-0.3444671770748164
3105,-22781688.501900613,0.08023560698031768,0.6177229645182275,-0.03,-2.1301483581511254
3106,8735117.260498423,0.04263051335899301,0.5575626987151928,0.007239418597051101,0.18005047140237396
3107,17464101.19299428,0.03258283361339013,0.414036662625048,0.014418690074143826,1.1971354225271547
3108,11722514.059528086,0.062281929361408285,0.20957050139515365,0.002497483283184042,0.8546131950644287
3109,15776992.925218295,0.05852104973238081,0.4683634021345837,0.024963103799581648,0.24206308137973742
3110,3222018.122937519,0.06545664754424387,0.2646517167065485,-0.010232749611685308,-1.4090865905334917
3111,-26566365.23775827,0.10503703000806633,0.6715853542248613,-0.016591399470821916,-1.331097019039182
3112,-6757712.463554762,0.075264596253416,0.5212894736171977,-0.008280783164155403,0.22594269408905215
3113,5934032.556517692,0.01,0.5759518838174709,-0.016372416048789914,-0.18074680811489283
3114,-12413233.963063898,0.05673110420585771,0.5310470723143532,-0.02869958112844656,-1.1331402951438443
3115,17312399.378974386,0.07527659950250458,0.39023018356553046,0.03,-0.3627955837783321
3116,1992072.134635616,0.041708940598981316,0.45092750957637306,-0.01120814701936125,0.5508644056922366
3117,26733174.81746125,0.02029245160340037,0.39762193123190803,0.027535073430896624,0.7336897314030355
