sim,total_net_income,default_rate,lgd,margin_shock
9279,275704.569150215,0.09440137945841251,0.247933237616252,0.017947505802357388
9280,-17203791.1207519,0.09645182646950648,0.5132451980979099,0.0005164351640851805
9281,2005737.1112553012,0.09101199325410766,0.2595827180284266,0.025186783222157488
9282,-18108938.305336468,0.06901197396739328,0.8449756182720642,0.0142863451028213
9283,-12233326.79923656,0.12393950893869554,0.24829128388434318,-0.016774204196897124
9284,-8827401.1939195,0.07581905457496795,0.4897025278909516,0.009129141573425934
9285,-1900451.5849216636,0.07966097267039546,0.20920488776141088,-0.0038729934230198244
9286,-4651200.373952448,0.0779987328310576,0.4140519622231453,0.016052054357468985
9287,-36629910.38696195,0.11194624975133488,0.6506975827154822,-0.03
9288,4947436.9781724885,0.07278036379777061,0.2773888219779241,0.03
